Verb,Description,GUI,WARNING
org.inkscape.path.to_absolute.noprefs, To Absolute (No preferences),TRUE,WARNING: ignoring verb org.inkscape.path.to_absolute.noprefs - GUI required for this verb.
org.inkscape.web.slicer.create_rect, Create a slicer rectangle...,TRUE,WARNING: ignoring verb org.inkscape.web.slicer.create_rect - GUI required for this verb.
org.inkscape.web.slicer.create_rect.noprefs, Create a slicer rectangle (No preferences),TRUE,WARNING: ignoring verb org.inkscape.web.slicer.create_rect.noprefs - GUI required for this verb.
org.ekips.filter.gears, Gear...,TRUE,WARNING: ignoring verb org.ekips.filter.gears - GUI required for this verb.
org.ekips.filter.gears.noprefs, Gear (No preferences),TRUE,WARNING: ignoring verb org.ekips.filter.gears.noprefs - GUI required for this verb.
org.greygreen.inkscape.effects.extrude, Extrude...,TRUE,WARNING: ignoring verb org.greygreen.inkscape.effects.extrude - GUI required for this verb.
org.greygreen.inkscape.effects.extrude.noprefs, Extrude (No preferences),TRUE,WARNING: ignoring verb org.greygreen.inkscape.effects.extrude.noprefs - GUI required for this verb.
org.inkscape.effect.func_plot, Function Plotter...,TRUE,WARNING: ignoring verb org.inkscape.effect.func_plot - GUI required for this verb.
org.inkscape.effect.func_plot.noprefs, Function Plotter (No preferences),TRUE,WARNING: ignoring verb org.inkscape.effect.func_plot.noprefs - GUI required for this verb.
jessyink.summary, Summary...,TRUE,WARNING: ignoring verb jessyink.summary - GUI required for this verb.
jessyink.summary.noprefs, Summary (No preferences),TRUE,WARNING: ignoring verb jessyink.summary.noprefs - GUI required for this verb.
jessyink.uninstall, Uninstall/remove...,TRUE,WARNING: ignoring verb jessyink.uninstall - GUI required for this verb.
jessyink.uninstall.noprefs, Uninstall/remove (No preferences),TRUE,WARNING: ignoring verb jessyink.uninstall.noprefs - GUI required for this verb.
org.ekips.filter.turtle_rtree, Random Tree...,TRUE,WARNING: ignoring verb org.ekips.filter.turtle_rtree - GUI required for this verb.
org.ekips.filter.turtle_rtree.noprefs, Random Tree (No preferences),TRUE,WARNING: ignoring verb org.ekips.filter.turtle_rtree.noprefs - GUI required for this verb.
org.inkscape.render.poly_3d, 3D Polyhedron...,TRUE,WARNING: ignoring verb org.inkscape.render.poly_3d - GUI required for this verb.
org.inkscape.render.poly_3d.noprefs, 3D Polyhedron (No preferences),TRUE,WARNING: ignoring verb org.inkscape.render.poly_3d.noprefs - GUI required for this verb.
org.inkscape.color.less_hue, Less Hue,TRUE,WARNING: ignoring verb org.inkscape.color.less_hue - GUI required for this verb.
org.inkscape.color.less_hue.noprefs, Less Hue (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.less_hue.noprefs - GUI required for this verb.
org.inkscape.effect.voronoi, Voronoi Diagram...,TRUE,WARNING: ignoring verb org.inkscape.effect.voronoi - GUI required for this verb.
org.inkscape.effect.voronoi.noprefs, Voronoi Diagram (No preferences),TRUE,WARNING: ignoring verb org.inkscape.effect.voronoi.noprefs - GUI required for this verb.
org.inkscape.template.page, Blank Page...,TRUE,WARNING: ignoring verb org.inkscape.template.page - GUI required for this verb.
org.inkscape.template.page.noprefs, Blank Page (No preferences),TRUE,WARNING: ignoring verb org.inkscape.template.page.noprefs - GUI required for this verb.
org.inkscape.meshes.mesh_to_path, Mesh-Gradient to Path...,TRUE,WARNING: ignoring verb org.inkscape.meshes.mesh_to_path - GUI required for this verb.
org.inkscape.meshes.mesh_to_path.noprefs, Mesh-Gradient to Path (No preferences),TRUE,WARNING: ignoring verb org.inkscape.meshes.mesh_to_path.noprefs - GUI required for this verb.
org.inkscape.generate.printing_marks, Printing Marks...,TRUE,WARNING: ignoring verb org.inkscape.generate.printing_marks - GUI required for this verb.
org.inkscape.generate.printing_marks.noprefs, Printing Marks (No preferences),TRUE,WARNING: ignoring verb org.inkscape.generate.printing_marks.noprefs - GUI required for this verb.
org.inkscape.render.calendar, Calendar...,TRUE,WARNING: ignoring verb org.inkscape.render.calendar - GUI required for this verb.
org.inkscape.render.calendar.noprefs, Calendar (No preferences),TRUE,WARNING: ignoring verb org.inkscape.render.calendar.noprefs - GUI required for this verb.
org.inkscape.generate.grid_polar, Polar Grid...,TRUE,WARNING: ignoring verb org.inkscape.generate.grid_polar - GUI required for this verb.
org.inkscape.generate.grid_polar.noprefs, Polar Grid (No preferences),TRUE,WARNING: ignoring verb org.inkscape.generate.grid_polar.noprefs - GUI required for this verb.
org.inkscape.guillotine, Guillotine...,TRUE,WARNING: ignoring verb org.inkscape.guillotine - GUI required for this verb.
org.inkscape.guillotine.noprefs, Guillotine (No preferences),TRUE,WARNING: ignoring verb org.inkscape.guillotine.noprefs - GUI required for this verb.
org.inkscape.generate.path_along_path, Pattern along Path...,TRUE,WARNING: ignoring verb org.inkscape.generate.path_along_path - GUI required for this verb.
org.inkscape.generate.path_along_path.noprefs, Pattern along Path (No preferences),TRUE,WARNING: ignoring verb org.inkscape.generate.path_along_path.noprefs - GUI required for this verb.
org.inkscape.text.extract, Extract...,TRUE,WARNING: ignoring verb org.inkscape.text.extract - GUI required for this verb.
org.inkscape.text.extract.noprefs, Extract (No preferences),TRUE,WARNING: ignoring verb org.inkscape.text.extract.noprefs - GUI required for this verb.
org.inkscape.help.keys, Keys and Mouse Reference,TRUE,WARNING: ignoring verb org.inkscape.help.keys - GUI required for this verb.
org.inkscape.help.keys.noprefs, Keys and Mouse Reference (No preferences),TRUE,WARNING: ignoring verb org.inkscape.help.keys.noprefs - GUI required for this verb.
ru.cnc-club.filter.gcodetools_about_no_options_no_preferences, About...,TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_about_no_options_no_preferences - GUI required for this verb.
ru.cnc-club.filter.gcodetools_about_no_options_no_preferences.noprefs, About (No preferences),TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_about_no_options_no_preferences.noprefs - GUI required for this verb.
org.inkscape.render.data_matrix, Datamatrix...,TRUE,WARNING: ignoring verb org.inkscape.render.data_matrix - GUI required for this verb.
org.inkscape.render.data_matrix.noprefs, Datamatrix (No preferences),TRUE,WARNING: ignoring verb org.inkscape.render.data_matrix.noprefs - GUI required for this verb.
se.lewerin.filter.dimension, Dimensions...,TRUE,WARNING: ignoring verb se.lewerin.filter.dimension - GUI required for this verb.
se.lewerin.filter.dimension.noprefs, Dimensions (No preferences),TRUE,WARNING: ignoring verb se.lewerin.filter.dimension.noprefs - GUI required for this verb.
org.inkscape.jessyink.add_mouse_handler, Mouse handler...,TRUE,WARNING: ignoring verb org.inkscape.jessyink.add_mouse_handler - GUI required for this verb.
org.inkscape.jessyink.add_mouse_handler.noprefs, Mouse handler (No preferences),TRUE,WARNING: ignoring verb org.inkscape.jessyink.add_mouse_handler.noprefs - GUI required for this verb.
com.inkscape.generate.generate_voronoi, Voronoi Pattern...,TRUE,WARNING: ignoring verb com.inkscape.generate.generate_voronoi - GUI required for this verb.
com.inkscape.generate.generate_voronoi.noprefs, Voronoi Pattern (No preferences),TRUE,WARNING: ignoring verb com.inkscape.generate.generate_voronoi.noprefs - GUI required for this verb.
org.inkscape.help.commandline, Command Line Options,TRUE,WARNING: ignoring verb org.inkscape.help.commandline - GUI required for this verb.
org.inkscape.help.commandline.noprefs, Command Line Options (No preferences),TRUE,WARNING: ignoring verb org.inkscape.help.commandline.noprefs - GUI required for this verb.
org.inkscape.color.desaturate, Desaturate,TRUE,WARNING: ignoring verb org.inkscape.color.desaturate - GUI required for this verb.
org.inkscape.color.desaturate.noprefs, Desaturate (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.desaturate.noprefs - GUI required for this verb.
org.inkscape.meshes.path_to_mesh, Path to Mesh-Gradient...,TRUE,WARNING: ignoring verb org.inkscape.meshes.path_to_mesh - GUI required for this verb.
org.inkscape.meshes.path_to_mesh.noprefs, Path to Mesh-Gradient (No preferences),TRUE,WARNING: ignoring verb org.inkscape.meshes.path_to_mesh.noprefs - GUI required for this verb.
org.ekips.filter.handles, Draw Handles,TRUE,WARNING: ignoring verb org.ekips.filter.handles - GUI required for this verb.
org.ekips.filter.handles.noprefs, Draw Handles (No preferences),TRUE,WARNING: ignoring verb org.ekips.filter.handles.noprefs - GUI required for this verb.
org.ekips.filter.plot, Plot...,TRUE,WARNING: ignoring verb org.ekips.filter.plot - GUI required for this verb.
org.ekips.filter.plot.noprefs, Plot (No preferences),TRUE,WARNING: ignoring verb org.ekips.filter.plot.noprefs - GUI required for this verb.
org.inkscape.filter.embed_image, Embed Images...,TRUE,WARNING: ignoring verb org.inkscape.filter.embed_image - GUI required for this verb.
org.inkscape.filter.embed_image.noprefs, Embed Images (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.embed_image.noprefs - GUI required for this verb.
org.inkscape.color.custom, Custom...,TRUE,WARNING: ignoring verb org.inkscape.color.custom - GUI required for this verb.
org.inkscape.color.custom.noprefs, Custom (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.custom.noprefs - GUI required for this verb.
org.inkscape.web.slicer.create_group, Set a layout group...,TRUE,WARNING: ignoring verb org.inkscape.web.slicer.create_group - GUI required for this verb.
org.inkscape.web.slicer.create_group.noprefs, Set a layout group (No preferences),TRUE,WARNING: ignoring verb org.inkscape.web.slicer.create_group.noprefs - GUI required for this verb.
org.inkscape.stylesheet.merge_styles, Merge Styles into CSS...,TRUE,WARNING: ignoring verb org.inkscape.stylesheet.merge_styles - GUI required for this verb.
org.inkscape.stylesheet.merge_styles.noprefs, Merge Styles into CSS (No preferences),TRUE,WARNING: ignoring verb org.inkscape.stylesheet.merge_styles.noprefs - GUI required for this verb.
frame, Frame...,TRUE,WARNING: ignoring verb frame - GUI required for this verb.
frame.noprefs, Frame (No preferences),TRUE,WARNING: ignoring verb frame.noprefs - GUI required for this verb.
org.inkscape.visualise.measure_length, Measure Path...,TRUE,WARNING: ignoring verb org.inkscape.visualise.measure_length - GUI required for this verb.
org.inkscape.visualise.measure_length.noprefs, Measure Path (No preferences),TRUE,WARNING: ignoring verb org.inkscape.visualise.measure_length.noprefs - GUI required for this verb.
ru.cnc-club.filter.gcodetools_ptg, Path to Gcode...,TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_ptg - GUI required for this verb.
ru.cnc-club.filter.gcodetools_ptg.noprefs, Path to Gcode (No preferences),TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_ptg.noprefs - GUI required for this verb.
org.inkscape.render.wireframe_sphere, Wireframe Sphere...,TRUE,WARNING: ignoring verb org.inkscape.render.wireframe_sphere - GUI required for this verb.
org.inkscape.render.wireframe_sphere.noprefs, Wireframe Sphere (No preferences),TRUE,WARNING: ignoring verb org.inkscape.render.wireframe_sphere.noprefs - GUI required for this verb.
org.inkscape.typography.next_layer, View Next Glyph,TRUE,WARNING: ignoring verb org.inkscape.typography.next_layer - GUI required for this verb.
org.inkscape.typography.next_layer.noprefs, View Next Glyph (No preferences),TRUE,WARNING: ignoring verb org.inkscape.typography.next_layer.noprefs - GUI required for this verb.
org.ekips.filter.turtle.lindenmayer, L-system...,TRUE,WARNING: ignoring verb org.ekips.filter.turtle.lindenmayer - GUI required for this verb.
org.ekips.filter.turtle.lindenmayer.noprefs, L-system (No preferences),TRUE,WARNING: ignoring verb org.ekips.filter.turtle.lindenmayer.noprefs - GUI required for this verb.
org.inkscape.file.pre_process, Pre-Process File Save As...,TRUE,WARNING: ignoring verb org.inkscape.file.pre_process - GUI required for this verb.
org.inkscape.file.pre_process.noprefs, Pre-Process File Save As... (No preferences),TRUE,WARNING: ignoring verb org.inkscape.file.pre_process.noprefs - GUI required for this verb.
org.inkscape.typography.previous_layer, View Previous Glyph,TRUE,WARNING: ignoring verb org.inkscape.typography.previous_layer - GUI required for this verb.
org.inkscape.typography.previous_layer.noprefs, View Previous Glyph (No preferences),TRUE,WARNING: ignoring verb org.inkscape.typography.previous_layer.noprefs - GUI required for this verb.
org.inkscape.render.barcode, Classic...,TRUE,WARNING: ignoring verb org.inkscape.render.barcode - GUI required for this verb.
org.inkscape.render.barcode.noprefs, Classic (No preferences),TRUE,WARNING: ignoring verb org.inkscape.render.barcode.noprefs - GUI required for this verb.
org.inkscape.follow_link, Follow Link,TRUE,WARNING: ignoring verb org.inkscape.follow_link - GUI required for this verb.
org.inkscape.follow_link.noprefs, Follow Link (No preferences),TRUE,WARNING: ignoring verb org.inkscape.follow_link.noprefs - GUI required for this verb.
org.inkscape.color.rgb_barrel, RGB Barrel,TRUE,WARNING: ignoring verb org.inkscape.color.rgb_barrel - GUI required for this verb.
org.inkscape.color.rgb_barrel.noprefs, RGB Barrel (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.rgb_barrel.noprefs - GUI required for this verb.
org.inkscape.filter.add_nodes, Add Nodes...,TRUE,WARNING: ignoring verb org.inkscape.filter.add_nodes - GUI required for this verb.
org.inkscape.filter.add_nodes.noprefs, Add Nodes (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.add_nodes.noprefs - GUI required for this verb.
org.inkscape.filter.number_nodes, Number Nodes...,TRUE,WARNING: ignoring verb org.inkscape.filter.number_nodes - GUI required for this verb.
org.inkscape.filter.number_nodes.noprefs, Number Nodes (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.number_nodes.noprefs - GUI required for this verb.
org.inkscape.template.video, Video Screen...,TRUE,WARNING: ignoring verb org.inkscape.template.video - GUI required for this verb.
org.inkscape.template.video.noprefs, Video Screen (No preferences),TRUE,WARNING: ignoring verb org.inkscape.template.video.noprefs - GUI required for this verb.
org.inkscape.qr_code, QR Code...,TRUE,WARNING: ignoring verb org.inkscape.qr_code - GUI required for this verb.
org.inkscape.qr_code.noprefs, QR Code (No preferences),TRUE,WARNING: ignoring verb org.inkscape.qr_code.noprefs - GUI required for this verb.
org.inkscape.color.less_light, Less Light,TRUE,WARNING: ignoring verb org.inkscape.color.less_light - GUI required for this verb.
org.inkscape.color.less_light.noprefs, Less Light (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.less_light.noprefs - GUI required for this verb.
org.inkscape.color.remove_green, Remove Green,TRUE,WARNING: ignoring verb org.inkscape.color.remove_green - GUI required for this verb.
org.inkscape.color.remove_green.noprefs, Remove Green (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.remove_green.noprefs - GUI required for this verb.
org.inkscape.filter.jitter_nodes, Jitter nodes...,TRUE,WARNING: ignoring verb org.inkscape.filter.jitter_nodes - GUI required for this verb.
org.inkscape.filter.jitter_nodes.noprefs, Jitter nodes (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.jitter_nodes.noprefs - GUI required for this verb.
org.inkscape.template.generic_canvas, Generic Canvas...,TRUE,WARNING: ignoring verb org.inkscape.template.generic_canvas - GUI required for this verb.
org.inkscape.template.generic_canvas.noprefs, Generic Canvas (No preferences),TRUE,WARNING: ignoring verb org.inkscape.template.generic_canvas.noprefs - GUI required for this verb.
org.inkscape.help.relnotes, New in This Version,TRUE,WARNING: ignoring verb org.inkscape.help.relnotes - GUI required for this verb.
org.inkscape.help.relnotes.noprefs, New in This Version (No preferences),TRUE,WARNING: ignoring verb org.inkscape.help.relnotes.noprefs - GUI required for this verb.
jessyink.core.video, Video...,TRUE,WARNING: ignoring verb jessyink.core.video - GUI required for this verb.
jessyink.core.video.noprefs, Video (No preferences),TRUE,WARNING: ignoring verb jessyink.core.video.noprefs - GUI required for this verb.
org.inkscape.text.random_case, rANdOm CasE,TRUE,WARNING: ignoring verb org.inkscape.text.random_case - GUI required for this verb.
org.inkscape.text.random_case.noprefs, rANdOm CasE (No preferences),TRUE,WARNING: ignoring verb org.inkscape.text.random_case.noprefs - GUI required for this verb.
org.inkscape.color.black_and_white, Black and White...,TRUE,WARNING: ignoring verb org.inkscape.color.black_and_white - GUI required for this verb.
org.inkscape.color.black_and_white.noprefs, Black and White (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.black_and_white.noprefs - GUI required for this verb.
org.inkscape.output.export_slices, Export Layer Slices...,TRUE,WARNING: ignoring verb org.inkscape.output.export_slices - GUI required for this verb.
org.inkscape.output.export_slices.noprefs, Export Layer Slices (No preferences),TRUE,WARNING: ignoring verb org.inkscape.output.export_slices.noprefs - GUI required for this verb.
jessyink.install, Install/update...,TRUE,WARNING: ignoring verb jessyink.install - GUI required for this verb.
jessyink.install.noprefs, Install/update (No preferences),TRUE,WARNING: ignoring verb jessyink.install.noprefs - GUI required for this verb.
com.nerdson.text_split, Split text...,TRUE,WARNING: ignoring verb com.nerdson.text_split - GUI required for this verb.
com.nerdson.text_split.noprefs, Split text (No preferences),TRUE,WARNING: ignoring verb com.nerdson.text_split.noprefs - GUI required for this verb.
org.ekips.filter.perspective, Perspective,TRUE,WARNING: ignoring verb org.ekips.filter.perspective - GUI required for this verb.
org.ekips.filter.perspective.noprefs, Perspective (No preferences),TRUE,WARNING: ignoring verb org.ekips.filter.perspective.noprefs - GUI required for this verb.
org.inkscape.typography.new_glyph_layer, 2 - Add Glyph Layer...,TRUE,WARNING: ignoring verb org.inkscape.typography.new_glyph_layer - GUI required for this verb.
org.inkscape.typography.new_glyph_layer.noprefs, 2 - Add Glyph Layer (No preferences),TRUE,WARNING: ignoring verb org.inkscape.typography.new_glyph_layer.noprefs - GUI required for this verb.
org.inkscape.render.foldable_box, Foldable Box...,TRUE,WARNING: ignoring verb org.inkscape.render.foldable_box - GUI required for this verb.
org.inkscape.render.foldable_box.noprefs, Foldable Box (No preferences),TRUE,WARNING: ignoring verb org.inkscape.render.foldable_box.noprefs - GUI required for this verb.
org.ekips.filter.interp, Interpolate...,TRUE,WARNING: ignoring verb org.ekips.filter.interp - GUI required for this verb.
org.ekips.filter.interp.noprefs, Interpolate (No preferences),TRUE,WARNING: ignoring verb org.ekips.filter.interp.noprefs - GUI required for this verb.
org.inkscape.path.envelope, Envelope,TRUE,WARNING: ignoring verb org.inkscape.path.envelope - GUI required for this verb.
org.inkscape.path.envelope.noprefs, Envelope (No preferences),TRUE,WARNING: ignoring verb org.inkscape.path.envelope.noprefs - GUI required for this verb.
org.inkscape.help.faq, FAQ,TRUE,WARNING: ignoring verb org.inkscape.help.faq - GUI required for this verb.
org.inkscape.help.faq.noprefs, FAQ (No preferences),TRUE,WARNING: ignoring verb org.inkscape.help.faq.noprefs - GUI required for this verb.
org.inkscape.color.remove_red, Remove Red,TRUE,WARNING: ignoring verb org.inkscape.color.remove_red - GUI required for this verb.
org.inkscape.color.remove_red.noprefs, Remove Red (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.remove_red.noprefs - GUI required for this verb.
org.inkscape.typography.svg_font_to_layers, Convert SVG Font to Glyph Layers...,TRUE,WARNING: ignoring verb org.inkscape.typography.svg_font_to_layers - GUI required for this verb.
org.inkscape.typography.svg_font_to_layers.noprefs, Convert SVG Font to Glyph Layers (No preferences),TRUE,WARNING: ignoring verb org.inkscape.typography.svg_font_to_layers.noprefs - GUI required for this verb.
org.inkscape.help.manual, Inkscape Manual,TRUE,WARNING: ignoring verb org.inkscape.help.manual - GUI required for this verb.
org.inkscape.help.manual.noprefs, Inkscape Manual (No preferences),TRUE,WARNING: ignoring verb org.inkscape.help.manual.noprefs - GUI required for this verb.
org.inkscape.template.dvd_cover, DVD Cover...,TRUE,WARNING: ignoring verb org.inkscape.template.dvd_cover - GUI required for this verb.
org.inkscape.template.dvd_cover.noprefs, DVD Cover (No preferences),TRUE,WARNING: ignoring verb org.inkscape.template.dvd_cover.noprefs - GUI required for this verb.
jessyink.transitions, Transitions...,TRUE,WARNING: ignoring verb jessyink.transitions - GUI required for this verb.
jessyink.transitions.noprefs, Transitions (No preferences),TRUE,WARNING: ignoring verb jessyink.transitions.noprefs - GUI required for this verb.
org.inkscape.color.hsl_adjust, HSL Adjust...,TRUE,WARNING: ignoring verb org.inkscape.color.hsl_adjust - GUI required for this verb.
org.inkscape.color.hsl_adjust.noprefs, HSL Adjust (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.hsl_adjust.noprefs - GUI required for this verb.
org.inkscape.filter.markers_stroke_paint, Color Markers...,TRUE,WARNING: ignoring verb org.inkscape.filter.markers_stroke_paint - GUI required for this verb.
org.inkscape.filter.markers_stroke_paint.noprefs, Color Markers (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.markers_stroke_paint.noprefs - GUI required for this verb.
org.inkscape.filter.pixel_snap, PixelSnap...,TRUE,WARNING: ignoring verb org.inkscape.filter.pixel_snap - GUI required for this verb.
org.inkscape.filter.pixel_snap.noprefs, PixelSnap (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.pixel_snap.noprefs - GUI required for this verb.
org.inkscape.jessyink.key_bindings, Key bindings...,TRUE,WARNING: ignoring verb org.inkscape.jessyink.key_bindings - GUI required for this verb.
org.inkscape.jessyink.key_bindings.noprefs, Key bindings (No preferences),TRUE,WARNING: ignoring verb org.inkscape.jessyink.key_bindings.noprefs - GUI required for this verb.
org.inkscape.render.grid_cartesian, Cartesian Grid...,TRUE,WARNING: ignoring verb org.inkscape.render.grid_cartesian - GUI required for this verb.
org.inkscape.render.grid_cartesian.noprefs, Cartesian Grid (No preferences),TRUE,WARNING: ignoring verb org.inkscape.render.grid_cartesian.noprefs - GUI required for this verb.
org.inkscape.dpi90to96, DPI 90 to 96,TRUE,WARNING: ignoring verb org.inkscape.dpi90to96 - GUI required for this verb.
org.inkscape.dpi90to96.noprefs, DPI 90 to 96 (No preferences),TRUE,WARNING: ignoring verb org.inkscape.dpi90to96.noprefs - GUI required for this verb.
org.inkscape.color.more_saturation, More Saturation,TRUE,WARNING: ignoring verb org.inkscape.color.more_saturation - GUI required for this verb.
org.inkscape.color.more_saturation.noprefs, More Saturation (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.more_saturation.noprefs - GUI required for this verb.
org.inkscape.filter.segment_straightener, Straighten Segments...,TRUE,WARNING: ignoring verb org.inkscape.filter.segment_straightener - GUI required for this verb.
org.inkscape.filter.segment_straightener.noprefs, Straighten Segments (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.segment_straightener.noprefs - GUI required for this verb.
org.inkscape.text.merge, Merge...,TRUE,WARNING: ignoring verb org.inkscape.text.merge - GUI required for this verb.
org.inkscape.text.merge.noprefs, Merge (No preferences),TRUE,WARNING: ignoring verb org.inkscape.text.merge.noprefs - GUI required for this verb.
org.inkscape.filter.fractalize, Fractalize...,TRUE,WARNING: ignoring verb org.inkscape.filter.fractalize - GUI required for this verb.
org.inkscape.filter.fractalize.noprefs, Fractalize (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.fractalize.noprefs - GUI required for this verb.
org.inkscape.color.replace_color, Replace color...,TRUE,WARNING: ignoring verb org.inkscape.color.replace_color - GUI required for this verb.
org.inkscape.color.replace_color.noprefs, Replace color (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.replace_color.noprefs - GUI required for this verb.
org.inkscape.color.remove_blue, Remove Blue,TRUE,WARNING: ignoring verb org.inkscape.color.remove_blue - GUI required for this verb.
org.inkscape.color.remove_blue.noprefs, Remove Blue (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.remove_blue.noprefs - GUI required for this verb.
org.evilmad.text.hershey, Hershey Text...,TRUE,WARNING: ignoring verb org.evilmad.text.hershey - GUI required for this verb.
org.evilmad.text.hershey.noprefs, Hershey Text (No preferences),TRUE,WARNING: ignoring verb org.evilmad.text.hershey.noprefs - GUI required for this verb.
org.inkscape.help.askaquestion, Ask Us a Question,TRUE,WARNING: ignoring verb org.inkscape.help.askaquestion - GUI required for this verb.
org.inkscape.help.askaquestion.noprefs, Ask Us a Question (No preferences),TRUE,WARNING: ignoring verb org.inkscape.help.askaquestion.noprefs - GUI required for this verb.
org.inkscape.jessyink.jessyink_effects, Effects...,TRUE,WARNING: ignoring verb org.inkscape.jessyink.jessyink_effects - GUI required for this verb.
org.inkscape.jessyink.jessyink_effects.noprefs, Effects (No preferences),TRUE,WARNING: ignoring verb org.inkscape.jessyink.jessyink_effects.noprefs - GUI required for this verb.
math.triangle, Triangle...,TRUE,WARNING: ignoring verb math.triangle - GUI required for this verb.
math.triangle.noprefs, Triangle (No preferences),TRUE,WARNING: ignoring verb math.triangle.noprefs - GUI required for this verb.
mcepl.ungroup_deep, Deep Ungroup...,TRUE,WARNING: ignoring verb mcepl.ungroup_deep - GUI required for this verb.
mcepl.ungroup_deep.noprefs, Deep Ungroup (No preferences),TRUE,WARNING: ignoring verb mcepl.ungroup_deep.noprefs - GUI required for this verb.
org.inkscape.filter.restack, Restack...,TRUE,WARNING: ignoring verb org.inkscape.filter.restack - GUI required for this verb.
org.inkscape.filter.restack.noprefs, Restack (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.restack.noprefs - GUI required for this verb.
ru.cnc-club.filter.gcodetools_graffiti_orientation, Graffiti...,TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_graffiti_orientation - GUI required for this verb.
ru.cnc-club.filter.gcodetools_graffiti_orientation.noprefs, Graffiti (No preferences),TRUE,WARNING: ignoring verb ru.cnc-club.filter.gcodetools_graffiti_orientation.noprefs - GUI required for this verb.
org.inkscape.color.negative, Negative,TRUE,WARNING: ignoring verb org.inkscape.color.negative - GUI required for this verb.
org.inkscape.color.negative.noprefs, Negative (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.negative.noprefs - GUI required for this verb.
org.inkscape.help.reportabug, Report a Bug,TRUE,WARNING: ignoring verb org.inkscape.help.reportabug - GUI required for this verb.
org.inkscape.help.reportabug.noprefs, Report a Bug (No preferences),TRUE,WARNING: ignoring verb org.inkscape.help.reportabug.noprefs - GUI required for this verb.
org.inkscape.effects.edge3d, Edge 3D...,TRUE,WARNING: ignoring verb org.inkscape.effects.edge3d - GUI required for this verb.
org.inkscape.effects.edge3d.noprefs, Edge 3D (No preferences),TRUE,WARNING: ignoring verb org.inkscape.effects.edge3d.noprefs - GUI required for this verb.
org.inkscape.color.brighter, Brighter,TRUE,WARNING: ignoring verb org.inkscape.color.brighter - GUI required for this verb.
org.inkscape.color.brighter.noprefs, Brighter (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.brighter.noprefs - GUI required for this verb.
org.inkscape.text.lowercase, lowercase,TRUE,WARNING: ignoring verb org.inkscape.text.lowercase - GUI required for this verb.
org.inkscape.text.lowercase.noprefs, lowercase (No preferences),TRUE,WARNING: ignoring verb org.inkscape.text.lowercase.noprefs - GUI required for this verb.
org.inkscape.color.list_colours, List All,TRUE,WARNING: ignoring verb org.inkscape.color.list_colours - GUI required for this verb.
org.inkscape.color.list_colours.noprefs, List All (No preferences),TRUE,WARNING: ignoring verb org.inkscape.color.list_colours.noprefs - GUI required for this verb.
org.inkscape.text.flip_case, fLIP cASE,TRUE,WARNING: ignoring verb org.inkscape.text.flip_case - GUI required for this verb.
org.inkscape.text.flip_case.noprefs, fLIP cASE (No preferences),TRUE,WARNING: ignoring verb org.inkscape.text.flip_case.noprefs - GUI required for this verb.
org.inkscape.template.business_card, Business Card...,TRUE,WARNING: ignoring verb org.inkscape.template.business_card - GUI required for this verb.
org.inkscape.template.business_card.noprefs, Business Card (No preferences),TRUE,WARNING: ignoring verb org.inkscape.template.business_card.noprefs - GUI required for this verb.
org.inkscape.template.envelope, Envelope...,TRUE,WARNING: ignoring verb org.inkscape.template.envelope - GUI required for this verb.
org.inkscape.template.envelope.noprefs, Envelope (No preferences),TRUE,WARNING: ignoring verb org.inkscape.template.envelope.noprefs - GUI required for this verb.
org.inkscape.filter.selected.embed_image, Embed Selected Images,TRUE,WARNING: ignoring verb org.inkscape.filter.selected.embed_image - GUI required for this verb.
org.inkscape.filter.selected.embed_image.noprefs, Embed Selected Images (No preferences),TRUE,WARNING: ignoring verb org.inkscape.filter.selected.embed_image.noprefs - GUI required for this verb.
